years,datetime,city,state,shape,duration (seconds),comments,latitude,longitude 
2013,06 April 2013,manheim,pa,fireball,600,Bright orange light hovering then moving silently over head over rt 72 in manheim towards lebanon pa,40.1633333,-76.3952778
2013,06 April 2013,hattiesburg,ms,flash,600,Bright Flash of Light in Three Different Places,31.3269444,-89.2902778
2013,06 April 2013,helena,al,formation,12,Appear to see two white drones while a radar &amp;quot;blob&amp;quot; phenomenon occurs near Redstone,33.2961111,-86.8436111
2013,06 April 2013,noblesville,in,light,180,Very bright white star like object slowly moves across the sky intercepted by a blinking red light.,40.0455556,-86.0086111
2013,06 April 2013,bellevue,wa,light,600,5 orange lights seen above lake Washington&#44 Bellevue&#44 WA,47.6105556,-122.1994444
2013,06 April 2013,kirkland,wa,light,180,Fast bright white light over Kirkland.,47.6816667,-122.2075
2013,06 April 2013,ashburn,va,light,25,Two Unidentified Objects exit Earth&#39s Atmosphere at Physically Impossible Speeds,39.0436111,-77.4877778
2013,06 April 2013,gwinn,mi,other,240,4 Amber Lights in a Trapezoid formation then move to a Triangle formation and fade out over KI Sawyer AFB Gwinn&#44 MI,46.2811111,-87.4408333
2013,06 April 2013,marietta,ga,oval,300,I was driving southbound on interstate 75 after work. I looked up in the sky about halfway between 0and zenith and there was what appea,33.9525,-84.55
2013,06 April 2013,bloomington,mn,oval,3600,Large oval ring of lights.,44.8408333,-93.2980556
2013,06 April 2013,bellevue,wa,sphere,60,5 Bright Orange Objects flying over Bellvue&#44 WA.,47.6105556,-122.1994444
2013,06 April 2013,st. louis,mo,sphere,360,Spheroid obj executes vert. climb to 25&#44000 ft. in less than 3 mins.  ((NUFORC Note:  Exceptionally reliable and capable witness.  PD)),38.6272222,-90.1977778
2013,06 April 2013,chesapeake,va,sphere,600,A mid-level altitude&#44 brilliant sphere flew over SW Chesapeake&#44 VA on 06/05/13.,36.8188889,-76.2752778
2013,06 April 2013,twin falls,id,sphere,1438,UFO over  twinfalls  &#44id  this is real  red  flying blinking light   change in  to  3  blinking  light  and  one big orange light  fly,42.5630556,-114.46
2013,07 April 2013,broomfield,co,changing,600,We were observing the fireworks from my roof.  There were 3 adults there and we looked over toward Northglenn from Broomfield and then,39.9205556,-105.0861111
2013,07 April 2013,chicago,il,changing,120,We saw three red and orange orbs in a triangular form in the dark Chicago sky.,41.85,-87.65
2013,07 April 2013,puyallup,wa,chevron,900,2 orange v shaped objects with orange lights.,47.1855556,-122.2916667
2013,07 April 2013,cedar hill,tx,circle,600,Object flying in night sky seen by three people that were camping,32.5883333,-96.9558333
2013,07 April 2013,bremerton,wa,circle,60,1 red orange round object observed on 4 July 2013 from Bremerton Washington approx. 17:00l,47.5675,-122.6313889
2013,07 April 2013,seminole,tx,circle,120,Low flying&#44 slow clump of green lights.,32.7188889,-102.6444444
2013,07 April 2013,aiken,sc,circle,60,Orb with orange glow,33.5602778,-81.7197222
2013,07 April 2013,port saint lucie,fl,circle,1200,Circular Red/Gold Lights flying overhead,27.2936111,-80.3505556
2013,07 April 2013,north platte,ne,circle,7200,25 to 30 Large Bright Orange Round  moving objects with no sound&#44 going north.,41.1238889,-100.765
2013,07 April 2013,mesa,az,circle,1800,Reddish orange orbs moving east to west&#44 caught on video,33.4222222,-111.8219444
2013,07 April 2013,new berlin,wi,circle,60,Circle orange light traveling at an high altitude from south to north.,42.9763889,-88.1083333
2013,07 April 2013,pinellas park,fl,circle,240,Two redish orange lights make 45 degree turn and speed into the clouds in Pinellas Park&#44Fl.,27.8425,-82.6997222
2013,07 April 2013,moore,ok,circle,120,Circular object with singular&#44 non blinking&#44 reddish-orange light at front end.,35.3394444,-97.4863889
2013,07 April 2013,long lake,ny,circle,600,25 silent&#44 circular&#44 orange/yellow glowing objects moving slowly from westerly southwesterly to easterly northeasterly.,43.9727778,-74.4213889
2013,07 April 2013,lincoln,ne,circle,1800,Small orange glowing circular objects floating during the fireworks show.,40.8,-96.6666667
2013,07 April 2013,heyworth,il,circle,600,Three orange glowing spheres moving quickly accross the sky.,40.3133333,-88.9736111
2013,07 April 2013,murray,ky,circle,600,I was looking south watching fireworks and noticed a bright orange circle hovering just above the treetops. It began to move north .i c,36.6102778,-88.3147222
2013,07 April 2013,aurora,co,circle,180,4th of July 2013 at 9:40pm Aurora&#44 Co. 3 orange circles  during firework seen by 4 people duration about 5 minutes,39.7294444,-104.8313889
2013,07 April 2013,crestline,oh,circle,420,Large orange craft with flickering fiery orange tail over fire works field. UFO Under intelligent control.,40.7875,-82.7366667
2013,07 April 2013,troy,oh,circle,120,Not fireworks.,40.0394444,-84.2033333
2013,07 April 2013,north platte,ne,circle,3600,20+ reddish gold orbs floating from the south of community to the north.,41.1238889,-100.765
2013,07 April 2013,boise,id,circle,60,at roughly 22:00 in boise idaho on july 4th 2013 a red ball floating across the sky at a steady speed.,43.6136111,-116.2025
2013,07 April 2013,auburn,wa,circle,60,My daughter and I were outside on the back deck. I was bbqing. My daughter was watching the fireworks from the deck. As I looked up at,47.3075,-122.2272222
2013,07 April 2013,hammond,in,circle,600,I noticed 2 shaped orange lights fly from the south headed north. It didn&#39t have any aircraft markers on them &#44then they disappeared af,41.5833333,-87.5
2013,07 April 2013,massapequa,ny,circle,30,Circular orb in the sky covers great distance in short 30 seconds without breaking sound barrier on 7/4/13.,40.6805556,-73.4747222
2013,07 April 2013,mount sinai,ny,circle,120,A large orange colored round object traveling west to east at a high rate of speed.,40.9469444,-73.03
2013,07 April 2013,old orchard beach,me,circle,600,Red fly objects over OOB Maine,43.5172222,-70.3780556
2013,07 April 2013,glendive,mt,circle,60,4 SUPER FAST ORANGE POLS SATING LIGHTS OVER GLENDIVE MT,47.1052778,-104.7119444
2013,07 April 2013,washington,nj,cylinder,180,orange glowing orb floats across sky,40.7583333,-74.9797222
2013,07 April 2013,washington,nj,cylinder,180,Orange glowing orb floats across sky,40.7583333,-74.9797222
2013,07 April 2013,woodbury,nj,cylinder,900,2 craft seen going west then vanishing than 936 two craft Coming north then going west bright orange Then fading into a star like mode,39.8380556,-75.1530556
2013,07 April 2013,lake geneva,wi,cylinder,20,Bright orange - glowing object in the sky,42.5916667,-88.4333333
2013,07 April 2013,naugatuck,ct,diamond,45,Mufti sided grey craft with pinkish red smaller illumination off center. Looked like a flare. Heading due north. Silent,41.4858333,-73.0511111
2013,07 April 2013,buffalo,ny,disk,120,Round craft with orange lights seen in Buffalo&#44 New York,42.8863889,-78.8786111
2013,07 April 2013,port charlotte,fl,disk,180,I saw a flashing red circular UFO&#44 moving across the sky.  And it came to the middle and disappeared.,26.9758333,-82.0908333
2013,07 April 2013,chalfont,pa,egg,300,9 orange/red spheres a few hundred feet above silently travel across our neighbors properties July 4&#44 Chalfont&#44 PA.,40.2883333,-75.2094444
2013,07 April 2013,chalfont,pa,egg,1800,9 yellow / red disks silently sailed across the sky at low level&#44 first three in a line&#44 the next we&#39re 6 red disks in zig zag pattern,40.2883333,-75.2094444
2013,07 April 2013,washington,nj,fireball,600,Glowing Orb/ Fireball,40.7583333,-74.9797222
2013,07 April 2013,naples,fl,fireball,180,Fireball moving across the sky,26.1416667,-81.795
2013,07 April 2013,easton,pa,fireball,180,Ufo above Williams twp and Bethlehem fireworks&#33,40.6883333,-75.2211111
2013,07 April 2013,osceola mills,pa,fireball,5400,orange glows following path,40.85,-78.2708333
2013,07 April 2013,longwood,fl,fireball,60,Three orange globes in a line in equal distance from each other slowly moving east to west,28.7027778,-81.3386111
2013,07 April 2013,cheektowaga,ny,fireball,180,Many Red/Orange balls over Cheektowaga&#44 NY during 4th of July fireworks.,42.9033333,-78.755
2013,07 April 2013,westminster,co,fireball,150,After watching the fireworks display on 104th in Westminster&#44CO my wife and I were intrigued at 4 other brightly lit objects steadily h,39.8366667,-105.0366667
2013,07 April 2013,cohoes,ny,fireball,120,Driving Home on 4th of july and saw a red glowing fireball in the sky&#44 stopped to take a video and snap a picture,42.7741667,-73.7005556
2013,07 April 2013,springfield,mo,fireball,30,Two people see orange light move rapidly across the sky no sound no flashing lights,37.2152778,-93.2980556
2013,07 April 2013,prince george county,va,fireball,20,Red ball spotted by 4 people on 295s Prince George&#44 Va.,37.2202778,-77.2883333
2013,07 April 2013,yardley,pa,fireball,180,Fireball traveled from NJ over PA,40.2455556,-74.8463889
2013,07 April 2013,buffalo,ny,fireball,3600,Bright orange fireballs seen on 4th of July in Buffalo N.Y.,42.8863889,-78.8786111
2013,07 April 2013,chicago,il,fireball,180,we look in to the sky a bout 10 pm we  witnesse frist a fire ball goin from south to north  and 3 m a bout 5  minutes later 2 more ball,41.85,-87.65
2013,07 April 2013,mount angel,or,fireball,900,6 reddish orange lights moving slowly over Mount Angel Oregon,45.0680556,-122.7988889
2013,07 April 2013,longwood,fl,fireball,120,I was looking out sliding glass door to the north when I saw one red light at about a 45 to 60 degree angle to the horizon in the sky.,28.7027778,-81.3386111
2013,07 April 2013,spencer,ok,fireball,60,small round object moved across sky from s.e to n.w at high velocity without trail no noise&#44 disappeared,35.5227778,-97.3769444
2013,07 April 2013,holiday,fl,fireball,180,Silent glowing fireball moved slowly (at first) in straight line.,28.1875,-82.7397222
2013,07 April 2013,riverview,fl,fireball,300,orange red round light with  a haze around it.,27.8658333,-82.3266667
2013,07 April 2013,belgrade,mt,fireball,300,Red fire balls in sky,45.7761111,-111.1761111
2013,07 April 2013,lynnwood,wa,fireball,180,Red ball of fire seen over Lynnwood.,47.8211111,-122.3138889
2013,07 April 2013,spanaway,wa,fireball,300,23:00 (Pacific Time)&#44 two glowing spheres (like fire balls) were seen floating in the night sky.,47.1041667,-122.4333333
2013,07 April 2013,whitefish,mt,fireball,3600,Flaming orange orb moving at high rates of speed&#44 often becoming very bright.,48.4111111,-114.3366667
2013,07 April 2013,miami,fl,fireball,900,Bright orange-red firball&#44 rose vertically out of fireworks (thought it was some special firework) then travelled horizontally silently,25.7738889,-80.1938889
2013,07 April 2013,jacksonville,fl,flash,600,The 1st sighting was in July 2013 - and this 3rd sighting was 11-25-13,30.3319444,-81.6558333
2013,07 April 2013,portland,me,flash,120,White and red blinking light moving across horizon&#44 slowing down to a stop&#44 then vanishing.,43.6613889,-70.2558333
2013,07 April 2013,kirkland,wa,flash,300,5 orange balls over the Kirkland&#44 WA,47.6816667,-122.2075
2013,07 April 2013,somers,wi,formation,120,Three orange lights&#44soundlessly  moving north in a vee formation above the town of Somers&#44 WI,42.6402778,-87.9102778
2013,07 April 2013,golden,co,formation,300,Advanced light patterns turning in sharp angles and moving at high speeds in a fluid manner that no known human aircraft could handle.,39.7555556,-105.2205556
2013,07 April 2013,dearborn,mi,formation,900,7 red/orange lights in a straight line formation before 4th of July fireworks&#44 then faded and disappeared one at a time.,42.3222222,-83.1763889
2013,07 April 2013,dearborn,mi,formation,900,7 red/orange orb-like lights in a straight line moving upward before 4th of July fireworks&#44 then faded and disappeared one at a time.,42.3222222,-83.1763889
2013,07 April 2013,warsaw,in,light,2700,Glowing craft flying around like a firefly.,41.2380556,-85.8530556
2013,07 April 2013,old saybrook,ct,light,60,2 red/pink lights&#44 circular shape.,41.2916667,-72.3766667
2013,07 April 2013,downingtown,pa,light,300,I Saw 4 orange lights moving/flying objects in the sky after few minutes they disappeared.,40.0063889,-75.7036111
2013,07 April 2013,orange,ca,light,180,Light in the sky dissappears after slowly flying towards the area where i live.,33.7877778,-117.8522222
2013,07 April 2013,kingsville,md,light,300,Singular&#44 bright white light mid sky seen at twilight&#44 w/ no stars visible,39.4486111,-76.4180556
2013,07 April 2013,cary,nc,light,60,Red glowing light flew overhead prior to fireworks show,35.7913889,-78.7813889
2013,07 April 2013,denver,co,light,300,Triangular light formation over Denver on the 4th.,39.7391667,-104.9841667
2013,07 April 2013,fulton,mo,light,240,Bright red and orange light,38.8466667,-91.9477778
2013,07 April 2013,ravenswood,wv,light,300,Bright red hovering circular light near Ravenswood.,38.9480556,-81.7611111
2013,07 April 2013,oregon city,or,light,600,5 objects in the horizon sky rising.,45.3575,-122.6055556
2013,07 April 2013,temecula,ca,light,10,Two very bright &#39stars&#44&#39&#44 one of them red&#44 moving slowly from south to north then fading away.,33.4936111,-117.1475
2013,07 April 2013,peru,in,light,900,Red light formation over Grissom ARB Indiana,40.7536111,-86.0688889
2013,07 April 2013,captiva,fl,light,2760,I saw 3 amber lights like I&#39ve reported before&#44 plus an extremely bright &amp;quot;slow&amp;quot; flash of light.,26.5216667,-82.1894444
2013,07 April 2013,hurst,tx,light,720,Strange light hovering and watching Fireworks display.,32.8233333,-97.1702778
2013,07 April 2013,sinking spring,pa,light,600,My family and I were standing in our backyard when a strange reddish orange light appeared over the horizon. It traveled much faster th,40.3272222,-76.0113889
2013,07 April 2013,copiague,ny,light,10,He came&#44 changed colors&#44 then just disappeared.,40.6813889,-73.4002778
2013,07 April 2013,shakopee,mn,light,300,Orange fast orbs.,44.7980556,-93.5266667
2013,07 April 2013,shakopee,mn,light,300,Orange fast orbs.,44.7980556,-93.5266667
2013,07 April 2013,auburn,wa,light,2400,5 orange&#39ish/amber light sources apparently unconnected to normal air traffic in our area were observed over a period of 40 minutes,47.3075,-122.2272222
2013,07 April 2013,renton,wa,light,3600,Red/orange lights in the sky.,47.4830556,-122.2158333
2013,07 April 2013,bessie,ok,light,120,Retired public employee witnesses four (?) large&#44 orange objects float overhead&#44 headed west (?).,35.3858333,-98.9877778
2013,07 April 2013,gothenburg,ne,light,1800,I am sure I was not the only person to notice these objects out of the thousand or so people watching the fireworks display. I live,40.9294444,-100.1602778
2013,07 April 2013,minneapolis,mn,light,20,Bright red light/s&#44 no noise&#44 moving moderate speed and low in east sky&#44 moving south to north.,44.98,-93.2636111
2013,07 April 2013,willis,mi,light,1200,Red lights in sky that moved closer and disappeared&#44 along with a black balloon like object that floated down,42.1583333,-83.5580556
2013,07 April 2013,elk grove,ca,light,60,Preface: there are plenty of commercial planes&#44 private planes&#44 military planes and helicopters with Sac Int Airport&#44 military&#44 and sma,38.4088889,-121.3705556
2013,07 April 2013,black rock,ar,light,240,Orange light in field above treetops. Moved across State Highway 63 Witnessed by 2 and an Arkansa State Trooper.,36.1083333,-91.0972222
2013,07 April 2013,denver,co,light,300,lights splitting into multiple orbs,39.7391667,-104.9841667
2013,07 April 2013,portland,tn,light,1200,Six orange/red balls of light fly over the tree line and dissappear in the clouds,36.5816667,-86.5163889
2013,07 April 2013,bremerton,wa,light,600,Red/orange lights over Kitsap County.,47.5675,-122.6313889
2013,07 April 2013,boise,id,light,300,Color morphing light over Ada County.,43.6136111,-116.2025
2013,07 April 2013,redding,ca,light,60,Lighted craft hovers over Shasta Bally Mountain electronics.,40.5866667,-122.3905556
2013,07 April 2013,boston,ma,other,30,Distant unmoving object with no lights during the day on July 4th.,42.3583333,-71.0602778
2013,07 April 2013,chicago,il,other,180,Dark gray flat-ended saucer shaped object flying west to east.,41.85,-87.65
2013,07 April 2013,springfield,il,other,420,I saw one lightbulb shaped craft extremely up close and several other red orbs.,39.8016667,-89.6436111
2013,07 April 2013,la crosse,wi,other,600,Orange pulsating ball of light,43.8013889,-91.2394444
2013,07 April 2013,richmond,ky,other,180,Seen during Fireworks show. in the last minutes of video (1:10) it jets off real quick and disappears.,37.7477778,-84.2947222
2013,07 April 2013,snohomish,wa,other,600,5 Orange/Red balls of light moved north to south over Snohomish WA then disappeared.,47.9130556,-122.0969444
2013,07 April 2013,lincoln,ne,other,240,I looked directly overhead and saw large asterix * shaped yellow large light move horizontally,40.8,-96.6666667
2013,07 April 2013,austintown,oh,other,3600,Me and my family where having a little fire work session this 4th&#44 2013... When we paused to arrange more fireworks for lighting. I had,41.1016667,-80.7647222
2013,07 April 2013,nampa,id,other,180,Flying object over Nampa Idaho on the 4th of July,43.5408333,-116.5625
2013,07 April 2013,wilmington,nc,oval,300,Two lit &quot;Crafts&quot; fly over &#44 witnessed by husband and wife July 4th 2013.,34.2255556,-77.945
2013,07 April 2013,sebastian,fl,oval,600,Flying objects with red-orange glow seen in Sebastian&#44 Florida.,27.8161111,-80.4708333
2013,07 April 2013,stilwell,ks,oval,180,Orange/red lights moving slowly across the sky in NE Kansas on the 4th of July.,38.7691667,-94.6561111
2013,07 April 2013,mayflower,ar,oval,1200,While watching fireworks on the lake&#44 my daughter-in-law pointed out a stationary red light in the sky. At first sight I thought it w,34.9569444,-92.4272222
2013,07 April 2013,mukilteo,wa,oval,1200,Reddish orange ovals with wings flying over the area for 15-20 minutes,47.9447222,-122.3033333
2013,07 April 2013,syosset,ny,oval,15,Long Island Expressway&#44 Syosset Exit 43 - Burning Red/Orange Ferris Wheel??,40.8261111,-73.5025
2013,07 April 2013,san anselmo,ca,oval,600,07-04-13 Luminous object  seen at close range for 10 minutes in hills of Marin County,37.9747222,-122.5605556
2013,07 April 2013,valley stream,ny,oval,20,Huge bright red/orange oval craft moved straight across the sky on July 4&#44 2013 at 11:15pm Long Island&#44 NY,40.6641667,-73.7088889
2013,07 April 2013,bremerton,wa,oval,420,Really obvious Light Crafts seen alongside Fireworks all over town July 4th 2013.,47.5675,-122.6313889
2013,07 April 2013,palm coast,fl,rectangle,1800,Succession of red lights in the sky,29.5847222,-81.2080556
2013,07 April 2013,broken arrow,ok,sphere,14400,5-6 Reddish Orange Orbs spotted around the greater Tulsa area 4th July night.,36.0525,-95.7905556
2013,07 April 2013,lake mills,wi,sphere,420,A very bright orange light passed overhead from south to north at a high rate of speed silently traversing the sky completely.,43.0813889,-88.9116667
2013,07 April 2013,freeland,wa,sphere,900,Yellowish-Orange sphere west of Mutiney Bay with several hundred folks celebrating the 4th of July.,48.0097222,-122.5247222
2013,07 April 2013,st. charles,mo,sphere,600,Orange glowing sphere moving at constant speed and altitude.  ((NUFORC Note:  Report from three airline pilots.  PD)),38.7838889,-90.4811111
2013,07 April 2013,purcellville,va,sphere,30,Red Orb 4th of July Purcellville&#44 VA with video link,39.1366667,-77.715
2013,07 April 2013,inverness,il,sphere,45,2 orange spheres moving from south to north and seen by 3 people,42.1180556,-88.0961111
2013,07 April 2013,los angeles,ca,sphere,600,Triple green-red sphere flying over LA,34.0522222,-118.2427778
2013,07 April 2013,durham,nc,sphere,180,We saw four reddish-orange glowing lights hovering in a loose formation.,35.9938889,-78.8988889
2013,07 April 2013,bridgeview,il,sphere,600,While watching fireworks in the night sky I seen 3  slow moving objects going across the sky. I pointed them out to my granddaughter an,41.75,-87.8041667
2013,07 April 2013,modesto,ca,sphere,900,Several glowing red orbs seen flying overhead from the west to the east the night of July 4th in Modesto&#44 California.,37.6391667,-120.9958333
2013,07 April 2013,minneapolis,mn,sphere,300,Moving red spheres in sky.,44.98,-93.2636111
2013,07 April 2013,racine,wi,sphere,180,immediately after fireworks a orangish red shere floated by us moving at a slow rate of speed approximately 100 feet altitude moving pa,42.7261111,-87.7827778
2013,07 April 2013,scotts valley,ca,sphere,300,7 red orbs appearing one at a time out of nowhere just above the horizon,37.0511111,-122.0136111
2013,07 April 2013,levittown,ny,sphere,1800,14 orange sphere shaped objects seen in the sky traveling northeast on Long Island on July 4th during fireworks.,40.7258333,-73.5147222
2013,07 April 2013,carbonado,wa,sphere,420,Fourth of July sighting of 5 craft and our communication attempt and response.,47.08,-122.0502778
2013,07 April 2013,decorah,ia,sphere,30,Amber colored object moved slowly and steadily across the sky for 20-30 seconds.,43.3033333,-91.7855556
2013,07 April 2013,jupiter,fl,sphere,120,Five red spheres in night sky over Jupiter Florida at 23:30.,26.9338889,-80.0944444
2013,07 April 2013,bellingham,wa,sphere,600,Red Orb lights over Bellingham and out over the bay.,48.7597222,-122.4869444
2013,07 April 2013,rockford,il,teardrop,1800,Dark red light over Rock River in Rockford&#44 Il before fireworks...,42.2711111,-89.0938889
2013,07 April 2013,eagan,mn,teardrop,240,small orange teardrop shaped flying low&#44 straight from south to north no noise,44.8041667,-93.1666667
2013,07 April 2013,lewiston,id,triangle,240,North to south toward airport.  Hovering&#44 low hum&#44 could be a night glider?,46.4166667,-117.0166667
2013,07 April 2013,bartlett,il,triangle,600,Paper lanterns in UFO-like formation.,41.995,-88.1855556
2013,07 April 2013,howell,mi,triangle,180,Howell&#44 Mi&#44&#44&#44&#44&#44&#44bright object watching fireworks&#44 came back again&#44 left high speed vertical straight up,42.6072222,-83.9294444
2013,07 April 2013,tinley park,il,triangle,300,We were in the backyard having a bonfire &amp; we saw strange triangular shaped lights moving pretty slowly across the night sky.,41.5733333,-87.7844444
2013,07 April 2013,castle pines,co,triangle,1200,3 bright white lights in triangular shape seen over Denver,39.4580556,-104.8955556
2013,07 April 2013,knappa,or,triangle,120,Triangle shape object moving slowly across tree tops,46.1852778,-123.5847222
2013,07 April 2013,pittsburgh,pa,triangle,300,Red-orange triangular object with large flames flying during fireworks display,40.4405556,-79.9961111
2013,07 April 2013,lewis center,oh,triangle,120,4 glowing orange triangular objects floating in sky&#44 no sound,40.1983333,-83.0102778
2013,07 April 2013,the woodlands,tx,triangle,300,2 orange lights type UFOs seen in Houston area on July 4&#44 2013,30.1577778,-95.4891667
2013,07 April 2013,everett,wa,triangle,120,A triangular craft with faint gray edges and one white light and one red light was seen traveling slowly at a very high altitude on the,47.9791667,-122.2008333
2013,07 April 2013,everett,wa,triangle,180,Triangular object seen moving east to west at an extremely high elevation on July 4&#44 2013 at 23:00 in Everett&#44 WA.,47.9791667,-122.2008333
2013,07 April 2013,cromwell,ct,unknown,600,Pulsating light in the northeast skies of Cromwell&#44 CT,41.595,-72.6458333
2013,07 April 2013,tulsa,ok,unknown,1200,Two&#44 orangish-red ufo&#39s over downtown Tulsa&#44 on the night of the 4th of July.,36.1538889,-95.9925
2013,07 April 2013,stuart,fl,unknown,300,Unknown amber light in sky without any associated noise,27.1972222,-80.2530556
2013,07 April 2013,westminster,co,unknown,240,4 lights moving into each other then out again and circling.,39.8366667,-105.0366667
2013,07 April 2013,fort wayne,in,unknown,300,Dull reddish glow seen NE of Fort Wayne&#44 IN.,41.1305556,-85.1288889
2013,07 April 2013,naugatuck,ct,unknown,60,Glowing pinkish red object. Heading north and silent running.,41.4858333,-73.0511111
2013,07 April 2013,conway,ar,unknown,300,Four solid orange UFO&#39s flying over the night sky.,35.0886111,-92.4419444
2013,07 April 2013,seattle,wa,unknown,600, A RED Light was seen over the Highland Park area of Seattle (((Drone?))).,47.6063889,-122.3308333
2013,07 April 2013,fairfield,ct,unknown,120,Glowing pinkish red object. Heading north and silent running.,41.1411111,-73.2641667
2013,08 April 2013,leesburg,va,circle,30,Red metallic football shaped object very high in the sky heading southbound at 16:40 over Northern Virginia.,39.1155556,-77.5638889
2013,08 April 2013,gurley,al,circle,2,Bright green sphere with red tip behind it coming down at a 45 degree angle from north going south visible for only a few seconds.,34.7016667,-86.3758333
2013,08 April 2013,knappa,or,circle,600,Multiple lights in sky.,46.1852778,-123.5847222
2013,08 April 2013,auburn,ky,circle,30,Fast moving white sphere with greenish blue outer layer with a cone shaped trail.,36.8641667,-86.7102778
2013,08 April 2013,lake george,ny,circle,240,Reddish-Orange Sphere over Lake George Village NY,43.4261111,-73.7127778
2013,08 April 2013,drexel,oh,diamond,300,White diamond glowing ufo gliding fast paced with absolutely no sound to it.,39.7463889,-84.2866667
2013,08 April 2013,new york city,ny,disk,60,http://www.youtube.com/watch?feature=player_embedded&amp;v=391ioedxRPY  The original video is in the archives of EARTHCAM,40.7141667,-74.0063889
2013,08 April 2013,berkley,mi,egg,20,Orange UFO in Berkley&#44 MI,42.5030556,-83.1836111
2013,08 April 2013,dayton,oh,fireball,300,Dozens of oranges fireball like objects flying silently&#44 disappearing&#44 then reappearing&#44 they just kept coming over the horizon&#44 flying,39.7588889,-84.1916667
2013,08 April 2013,riverhead,ny,fireball,480,3 Giant Fireballs over Easter Long Island&#33 UFO Sighting 09/04/2013,40.9169444,-72.6625
2013,08 April 2013,dayton,oh,fireball,180,Shape changing fireball that hovered close to the ground an flew off with incredible speed,39.7588889,-84.1916667
2013,08 April 2013,harvest,al,fireball,4,Bright green multi-point fireball falling out of sky.,34.8555556,-86.7508333
2013,08 April 2013,post falls,id,fireball,7200,Looking to the north east from post falls past rathdrum&#44 Idaho a multiple coloref Jagged edged&#44 even like zig zag edges moving up and n,47.7180556,-116.9505556
2013,08 April 2013,leland,mi,flash,0.5,1/2 second&#44 blinding flash of light,45.0230556,-85.7597222
2013,08 April 2013,portland,or,formation,5,V shape formation of 5 soft white lights,45.5236111,-122.675
2013,08 April 2013,columbus,oh,light,5,Ohio light sighting.,39.9611111,-82.9988889
2013,08 April 2013,west jordan,ut,light,600,Numerous whites light observed flying over West Jordan&#44 Utah,40.5,-111.95
2013,08 April 2013,pekin,il,light,7200,6 objects that apeared to be stars moving through the sky. no tail or trail. inteligent control,40.5675,-89.6405556
2013,08 April 2013,clovis,ca,light,30,Bright light that weaves from left to right and was a fast mover.,36.8252778,-119.7019444
2013,08 April 2013,santa barbara,ca,light,420,Extremely white bright light object &#44 high altitude with no sound. No blinking indicator lights or other colored lights.,34.4208333,-119.6972222
2013,08 April 2013,missoula,mt,light,3600,Appearing and disappearing lights above and below&#44 and on mountain line.  moving slow then very fast like a shooting star then not movi,46.8722222,-113.9930556
2013,08 April 2013,baytown,tx,other,30,Strange sparkling somewhere near Baytown&#44 Texas,29.7352778,-94.9772222
2013,08 April 2013,palmyra,me,other,7200,Stars that would take off and move to other locations or vanish.,44.8463889,-69.3591667
2013,08 April 2013,lisbon falls,me,oval,2700,5 white lights moving and hovering in lisbon falls maine.,43.9961111,-70.0611111
2013,08 April 2013,elkton,md,sphere,300,Several craft at different speeds cross sky at approx same high attitude. Shined high powered spot lite and laser at 1 and it stopp,39.6066667,-75.8336111
2013,08 April 2013,boulder,co,sphere,120,Erratically moving&#44 reddish glowing sphere seen from West Boulder to the North East,40.015,-105.27
2013,08 April 2013,fairhaven,ma,teardrop,1200,I was glad to have a late night sighting and share it with my daughter.,41.6375,-70.9041667
2013,09 April 2013,covington,ga,circle,180,9 GLOWING BALLS CROSSING HIGHWAY 20 EAST BOUND.,33.5966667,-83.8602778
2013,09 April 2013,meriden,ct,cylinder,420,Daytime sighting over Meriden CT Silver Cylinder shape object zigzagging no wings no tail no nose no vapor trail no sound.,41.5380556,-72.8075
2013,09 April 2013,bradshaw,ne,diamond,10,Low flying&#44 very large diamond shaped flashing yellow light moving extremely fast to the east.,40.8838889,-97.7466667
2013,09 April 2013,malibu,ca,diamond,30,A half green-half red diamond shaped craft moving west fast and silently,34.005,-118.8091667
2013,09 April 2013,seymour,ct,fireball,300,My roommate &amp; I witnessed what appeared to be a floating ball of fire rise above the Housatonic River behind our house.,41.3966667,-73.0763889
2013,09 April 2013,warsaw,oh,fireball,360,Large intense yellow fireball with red attached tails.,40.3352778,-82.0069444
2013,09 April 2013,coram,ny,flash,240,My husband and I stepped outside for a cigarette&#44 and like always we look up to wish on a star...I spotted a flashing light high up&#44,40.8686111,-73.0019444
2013,09 April 2013,clarksville,ar,flash,1,Brilliant flash of blueish/white light that illuminated the entire area,35.4713889,-93.4663889
2013,09 April 2013,santa ana,ca,light,10,3 extremely fast moving lights&#44 in a delta formation&#44 moving from N/W to S/E over southern California.,33.7455556,-117.8669444
2013,09 April 2013,parkville,md,light,120,I saw 2 vertical white/blue lights that were fairly low zoom through the sky going toward loch raven reservoir then saw the same thing.,39.3772222,-76.54
2013,09 April 2013,moore,ok,light,60,Extremely fast red/orange orb of light.,35.3394444,-97.4863889
2013,09 April 2013,san diego,ca,light,150,Two crafts with red lights hovering over Tierrasanta.,32.7152778,-117.1563889
2013,09 April 2013,waxhaw,nc,sphere,2400,Multiple red/orange orbs hovering in sky&#44 and an aircraft with orange triangle on bottom&#44 and silent military helicopter spotted.,34.9244444,-80.7436111
2013,09 April 2013,gainesville,ga,unknown,300,Two green lights in gainesville. two witness.,34.2977778,-83.8241667
